ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE,MATCHED_CTPRVN_CD,MATCHED_CTPRVN_NM
KCLANPO23N000019352,장소,관광지,17775328,한강여름캠핑장여의도캠핑장,,,60520,캠핑장,1156011000100840009,서울특별시,영등포구,여의도동,,84-9,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000019353,장소,관광지,17775340,한강여름캠핑장뚝섬캠핑장,,,60520,캠핑장,1121510500104350000,서울특별시,광진구,자양동,,435,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001865,장소,관광지,8269162,사육신묘,,,60602,왕릉/고분,1159010100101520003,서울특별시,동작구,노량진동,,152-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001860,장소,관광지,8269156,서울방이동고분군,,,60603,유명사적/유적지,1171011100101250000,서울특별시,송파구,방이동,,125,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002689,장소,관광지,8270245,북악팔각정,,,60606,비/탑/문/각,1111018300200060018,서울특별시,종로구,평창동,,산6-18,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001890,장소,관광지,8269195,정릉,중종,,60602,왕릉/고분,1168010500101310000,서울특별시,강남구,삼성동,,131,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000152,장소,관광지,4936984,나래교,,,60513,일반관광지,1111016300104580001,서울특별시,종로구,종로5가,,458-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002692,장소,관광지,8270248,서울삼전도비,,,60606,비/탑/문/각,1171010500102890003,서울특별시,송파구,석촌동,,289-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002696,장소,관광지,8270252,세계평화의문,,,60606,비/탑/문/각,1171011100100880021,서울특별시,송파구,방이동,,88-21,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000153,장소,관광지,4936998,맑은내다리,,,60513,일반관광지,1111017400104360089,서울특별시,종로구,창신동,,436-89,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000051314,장소,관광지,23394275,무월관,,,60518,팜스테이,1111014100101750021,서울특별시,종로구,안국동,,175-21,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000008356,장소,관광지,12149910,국제금융디자인거리,,,60513,일반관광지,1156011000100030000,서울특별시,영등포구,여의도동,,3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001841,장소,관광지,8269133,광평대군묘역,,,60602,왕릉/고분,1168011500200100001,서울특별시,강남구,수서동,,산10-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001833,장소,관광지,8269117,창경궁,,,60601,궁궐/종묘,1111013000100020001,서울특별시,종로구,와룡동,,2-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001832,장소,관광지,8269116,운현궁,,,60601,궁궐/종묘,1111013200101140010,서울특별시,종로구,운니동,,114-10,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000163,장소,관광지,5032601,광통교,,,60513,일반관광지,1111012300100430003,서울특별시,종로구,서린동,,43-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000151,장소,관광지,4936981,새벽다리,,,60513,일반관광지,1111015800102130001,서울특별시,종로구,예지동,,213-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002650,장소,관광지,8270201,강사상신도비,,,60606,비/탑/문/각,1162010200201070002,서울특별시,관악구,신림동,,산107-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002645,장소,관광지,8270194,4.19탑,,,60606,비/탑/문/각,1130510300200090001,서울특별시,강북구,수유동,,산9-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037804,장소,관광지,21086023,삼거리꽃길,,,60517,먹거리/패션거리,1141011200100560022,서울특별시,서대문구,대현동,,56-22,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037805,장소,관광지,21086024,국치길,,,60517,먹거리/패션거리,1114012900100510005,서울특별시,중구,남산동2가,,51-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000049075,장소,관광지,22836874,다인당바이버틀러리,,,60518,팜스테이,1111011000101680003,서울특별시,종로구,누하동,,168-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018047,장소,관광지,17413286,깔깔거리,,,60517,먹거리/패션거리,1153010200111240003,서울특별시,구로구,구로동,,1124-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037806,장소,관광지,21086025,왕십리여행자거리,,,60517,먹거리/패션거리,1120010400100340000,서울특별시,성동구,도선동,,34,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018045,장소,관광지,17413282,마포음식문화거리,,,60517,먹거리/패션거리,1144010500100450015,서울특별시,마포구,용강동,,45-15,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037807,장소,관광지,21086026,돈암동거리,,,60517,먹거리/패션거리,1129011600100850066,서울특별시,성북구,동선동1가,,85-66,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018043,장소,관광지,17413264,먹거리촌,,,60517,먹거리/패션거리,1154510100104580009,서울특별시,금천구,가산동,,458-9,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000019276,장소,관광지,17760179,베짱이유아숲체험장,,,60511,식물원,1154510200201980004,서울특별시,금천구,독산동,,산198-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037808,장소,관광지,21086027,하니사랑길,,,60517,먹거리/패션거리,1174010800104560000,서울특별시,강동구,성내동,,456,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002578,장소,관광지,8270112,정릉,태조비신덕황후,,60602,왕릉/고분,1129013300106350002,서울특별시,성북구,정릉동,,635-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000049083,장소,관광지,22837535,노스텔지어,,,60518,팜스테이,1111014600100310015,서울특별시,종로구,가회동,,31-15,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002649,장소,관광지,8270200,강동예찬시비,,,60606,비/탑/문/각,1174010900103370121,서울특별시,강동구,천호동,,337-121,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000049087,장소,관광지,22838364,한옥성북,,,60518,팜스테이,1129010100100620006,서울특별시,성북구,성북동,,62-6,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000142,장소,관광지,4930669,신림동순대골목,,,60517,먹거리/패션거리,1162010200116420008,서울특별시,관악구,신림동,,1642-8,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037809,장소,관광지,21086028,영화인의거리,,,60517,먹거리/패션거리,1114012500101110000,서울특별시,중구,충무로2가,,111,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037810,장소,관광지,21086029,한성백제왕도길,,,60517,먹거리/패션거리,1171011100100880003,서울특별시,송파구,방이동,,88-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000048219,장소,관광지,22642903,홍제천인공폭포,,,60504,폭포/계곡,1141011700101700181,서울특별시,서대문구,연희동,,170-181,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000143,장소,관광지,4930678,가리봉로데오거리,,,60517,먹거리/패션거리,1154510100100600035,서울특별시,금천구,가산동,,60-35,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001906,장소,관광지,8269217,양녕대군묘소,,,60602,왕릉/고분,1159010200200650042,서울특별시,동작구,상도동,,산65-42,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037811,장소,관광지,21086030,관악로,,,60517,먹거리/패션거리,1162010100116930030,서울특별시,관악구,봉천동,,1693-30,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000144,장소,관광지,4930680,인사동거리,,,60517,먹거리/패션거리,1111012800100210003,서울특별시,종로구,관훈동,,21-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002638,장소,관광지,8270184,흥화문,,,60606,비/탑/문/각,1111012100100020001,서울특별시,종로구,신문로2가,,2-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001899,장소,관광지,8269207,헌인릉,,,60602,왕릉/고분,1165010900100013079,서울특별시,서초구,내곡동,,1-3079,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001892,장소,관광지,8269197,정현왕후묘,,,60602,왕릉/고분,1168010500101310000,서울특별시,강남구,삼성동,,131,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000048174,장소,관광지,22638714,스테이다반사,,,60518,팜스테이,1111011200101460000,서울특별시,종로구,체부동,,146,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000049092,장소,관광지,22839547,서울빛초롱축제,,,60523,지역축제,1111011900100010068,서울특별시,종로구,세종로,,1-68,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000001831,장소,관광지,8269114,경희궁,,,60601,궁궐/종묘,1111012100100010126,서울특별시,종로구,신문로2가,,1-126,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002424,장소,관광지,8269938,독립문,,,60606,비/탑/문/각,1141010900109410000,서울특별시,서대문구,현저동,,941,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037741,장소,관광지,21085960,관철동불닭골목,,,60517,먹거리/패션거리,1111013500100130022,서울특별시,종로구,관철동,,13-22,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037731,장소,관광지,21085949,주꾸미골목,,,60517,먹거리/패션거리,1174010800100120011,서울특별시,강동구,성내동,,12-11,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018632,장소,관광지,17523945,삼순계단,,,60513,일반관광지,1114012100101000177,서울특별시,중구,회현동1가,,100-177,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018631,장소,관광지,17523898,종로,,,60513,일반관광지,1111013800100840011,서울특별시,종로구,종로2가,,84-11,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018630,장소,관광지,17523838,종로청계관광특구,,,60513,일반관광지,1111015800102130001,서울특별시,종로구,예지동,,213-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018629,장소,관광지,17523796,명동남대문북창관광특구,,,60513,일반관광지,1114011500100360000,서울특별시,중구,남대문로2가,,36,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018628,장소,관광지,17523632,청와대앞길,,,60513,일반관광지,1111011900100010082,서울특별시,종로구,세종로,,1-82,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037732,장소,관광지,21085950,방배동먹자골목,,,60517,먹거리/패션거리,1165010100109100018,서울특별시,서초구,방배동,,910-18,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037733,장소,관광지,21085951,왕십리맛골목,,,60517,먹거리/패션거리,1120010700100190054,서울특별시,성동구,행당동,,19-54,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018625,장소,관광지,17523602,잠실관광특구,,,60513,일반관광지,1171011100100880000,서울특별시,송파구,방이동,,88,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018624,장소,관광지,17523596,유즈패밀리,,,60513,일반관광지,1111013100101560000,서울특별시,종로구,권농동,,156,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002292,장소,관광지,8269772,태릉,중종비문정왕후,,60603,유명사적/유적지,1135010300100260103,서울특별시,노원구,공릉동,,26-103,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018621,장소,관광지,17523415,고덕동생태경관보전지역,,,60513,일반관광지,1174010200103970041,서울특별시,강동구,고덕동,,397-41,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002267,장소,관광지,8269739,청권사,,,60603,유명사적/유적지,1165010100101900001,서울특별시,서초구,방배동,,190-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018620,장소,관광지,17523365,해풍부원군윤택영댁재실,,,60513,일반관광지,1114013800100840001,서울특별시,중구,필동2가,,84-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018616,장소,관광지,17523182,이태원쇼핑거리,,,60517,먹거리/패션거리,1117013000100640001,서울특별시,용산구,이태원동,,64-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018610,장소,관광지,17522618,연세로,,,60517,먹거리/패션거리,1141011600100300016,서울특별시,서대문구,창천동,,30-16,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018609,장소,관광지,17522361,청담동거리,,,60517,먹거리/패션거리,1168010400101390005,서울특별시,강남구,청담동,,139-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037734,장소,관광지,21085953,남산돈까스골목,,,60517,먹거리/패션거리,1114014200100080189,서울특별시,중구,예장동,,8-189,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018604,장소,관광지,17521784,홍대거리,,,60517,먹거리/패션거리,1144012000103650001,서울특별시,마포구,서교동,,365-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018599,장소,관광지,17521264,동대문패션타운관광특구,,,60513,일반관광지,1114014900100210001,서울특별시,중구,을지로7가,,21-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018598,장소,관광지,17521240,동대문패션거리,,,60517,먹거리/패션거리,1114014800100180011,서울특별시,중구,을지로6가,,18-11,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018597,장소,관광지,17521221,당고개순교성지,,,60603,유명사적/유적지,1117012300100560000,서울특별시,용산구,신계동,,56,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018595,장소,관광지,17521197,경리단길,,,60513,일반관광지,1117013000102100005,서울특별시,용산구,이태원동,,210-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018594,장소,관광지,17521186,정릉유원지,,,60508,일반유원지/일반놀이공원,1129013300200010001,서울특별시,성북구,정릉동,,산1-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018593,장소,관광지,17521181,강남케이스타로드,,,60517,먹거리/패션거리,1168010400101450000,서울특별시,강남구,청담동,,145,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000019015,장소,관광지,17702239,문래창작촌,,,60517,먹거리/패션거리,1156012100100540037,서울특별시,영등포구,문래동3가,,54-37,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018618,장소,관광지,17523315,헌인릉생태경관보전지역,,,60513,일반관광지,1165010900100013079,서울특별시,서초구,내곡동,,1-3079,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037721,장소,관광지,21085939,돈의동갈매기살골목,,,60517,먹거리/패션거리,1111015300100010001,서울특별시,종로구,돈의동,,1-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037730,장소,관광지,21085948,마포갈매기골목,,,60517,먹거리/패션거리,1144010400101690003,서울특별시,마포구,도화동,,169-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002114,장소,관광지,8269529,숭례문,,,60604,국보,1114011700100290000,서울특별시,중구,남대문로4가,,29,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018861,장소,관광지,17638636,백인제가옥,,,60608,고택/생가/민속마을,1111014600100930001,서울특별시,종로구,가회동,,93-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002173,장소,관광지,8269608,왜고개성지,,,60603,유명사적/유적지,1117012700100020065,서울특별시,용산구,용산동5가,,2-65,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000029,장소,관광지,222649,삼청동길,,,60513,일반관광지,1111014000100180003,서울특별시,종로구,삼청동,,18-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002148,장소,관광지,8269572,연산군묘,,,60603,유명사적/유적지,1132010600105620003,서울특별시,도봉구,방학동,,562-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000000060,장소,관광지,348188,서울영어마을,수유캠프,,60522,영어마을,1130510300105220000,서울특별시,강북구,수유동,,522,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000022778,장소,관광지,18822411,천수텃밭농원,,,60516,관광농원/허브마을,1135010600100460000,서울특별시,노원구,중계동,,46,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018830,장소,관광지,17622106,회기역파전골목,,,60517,먹거리/패션거리,1123010900103190035,서울특별시,동대문구,휘경동,,319-35,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000048781,장소,관광지,22779124,북한산글램핑장,,,60520,캠핑장,1138011400103300014,서울특별시,은평구,진관동,,330-14,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002147,장소,관광지,8269571,여운형묘소,,,60603,유명사적/유적지,1130510400101060001,서울특별시,강북구,우이동,,106-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000048775,장소,관광지,22778331,온유헌바이버틀러리,,,60518,팜스테이,1111014800100390002,서울특별시,종로구,계동,,39-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037724,장소,관광지,21085942,일원동맛의거리,,,60517,먹거리/패션거리,1168011400107090010,서울특별시,강남구,일원동,,709-10,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002109,장소,관광지,8269523,숙정문,,,60606,비/탑/문/각,1129010100200250001,서울특별시,성북구,성북동,,산25-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018795,장소,관광지,17603722,성북생태체험관,,,60513,일반관광지,1129013300102310000,서울특별시,성북구,정릉동,,231,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037725,장소,관광지,21085943,응암동감자국거리,,,60517,먹거리/패션거리,1138010700106020017,서울특별시,은평구,응암동,,602-17,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037726,장소,관광지,21085944,굴보쌈골목,,,60517,먹거리/패션거리,1111015500100430002,서울특별시,종로구,관수동,,43-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037727,장소,관광지,21085945,공릉동국수거리,,,60517,먹거리/패션거리,1135010300105720004,서울특별시,노원구,공릉동,,572-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037728,장소,관광지,21085946,불광먹자골목,,,60517,먹거리/패션거리,1138010300102810109,서울특별시,은평구,불광동,,281-109,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037729,장소,관광지,21085947,공덕소담길,,,60517,먹거리/패션거리,1144010200102520006,서울특별시,마포구,공덕동,,252-6,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002132,장소,관광지,8269555,암사선사유적지,,,60603,유명사적/유적지,1174010700101390002,서울특별시,강동구,암사동,,139-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002232,장소,관광지,8269686,절두산순교성지,,,60603,유명사적/유적지,1144012200100960001,서울특별시,마포구,합정동,,96-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002243,장소,관광지,8269703,종묘,,,60601,궁궐/종묘,1111015000100010002,서울특별시,종로구,훈정동,,1-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018709,장소,관광지,17558429,노태우대통령사저,,,60513,일반관광지,1141011700101080017,서울특별시,서대문구,연희동,,108-17,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000048859,장소,관광지,22792677,아름재바이버틀러리,,,60518,팜스테이,1111014300100240001,서울특별시,종로구,화동,,24-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037722,장소,관광지,21085940,신촌이대거리,,,60517,먹거리/패션거리,1141011600100130110,서울특별시,서대문구,창천동,,13-110,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018972,장소,관광지,17692151,윤동주하숙집,,,60513,일반관광지,1111010900100090000,서울특별시,종로구,누상동,,9,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000048771,장소,관광지,22777840,별하루바이버틀러리,,,60518,팜스테이,1111014900100040054,서울특별시,종로구,원서동,,4-54,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000051451,장소,관광지,23409202,스마트락,,,60520,캠핑장,1153010200101970010,서울특별시,구로구,구로동,,197-10,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002303,장소,관광지,8269788,풍납토성,,,60603,유명사적/유적지,1171010300102380000,서울특별시,송파구,풍납동,,238,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037720,장소,관광지,21085938,공덕시장족발골목,,,60517,먹거리/패션거리,1144010200102560010,서울특별시,마포구,공덕동,,256-10,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037738,장소,관광지,21085957,방이동먹자촌,,,60517,먹거리/패션거리,1171011100100960003,서울특별시,송파구,방이동,,96-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037717,장소,관광지,21085935,열정도,,,60517,먹거리/패션거리,1117011200100440011,서울특별시,용산구,원효로1가,,44-11,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002076,장소,관광지,8269479,새남터순교성지,,,60603,유명사적/유적지,1117012900101990001,서울특별시,용산구,이촌동,,199-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018498,장소,관광지,17514789,덕수궁정동야행,,,60523,지역축제,1114016700100050001,서울특별시,중구,정동,,5-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018497,장소,관광지,17514780,북팔코믹스페스티벌,,,60523,지역축제,1135010600105070003,서울특별시,노원구,중계동,,507-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018493,장소,관광지,17514765,창덕궁달빛기행,,,60523,지역축제,1111013000100020071,서울특별시,종로구,와룡동,,2-71,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002351,장소,관광지,8269856,흥인지문,,,60605,보물,1111016400100690000,서울특별시,종로구,종로6가,,69,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018489,장소,관광지,17514746,한국국제걷기대회,,,60523,지역축제,1171010800106340000,서울특별시,송파구,문정동,,634,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002352,장소,관광지,8269860,홍릉,,,60603,유명사적/유적지,1123010700102040038,서울특별시,동대문구,청량리동,,204-38,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002075,장소,관광지,8269476,마애여래입상,,,60605,보물,1138011400104050000,서울특별시,은평구,진관동,,405,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018482,장소,관광지,17514726,청룡문화제,,,60523,지역축제,1123010200100340004,서울특별시,동대문구,용두동,,34-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002353,장소,관광지,8269861,숭인원,이진원손,,60603,유명사적/유적지,1123010700102040037,서울특별시,동대문구,청량리동,,204-37,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018506,장소,관광지,17514850,대한민국청소년미디어대전,,,60523,지역축제,1114013800100190001,서울특별시,중구,필동2가,,19-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018479,장소,관광지,17514715,대한민국인삼한마당축제,,,60523,지역축제,1165010200102300000,서울특별시,서초구,양재동,,230,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018476,장소,관광지,17514705,경복궁자경전다례체험행사,,,60523,지역축제,1111011900100010001,서울특별시,종로구,세종로,,1-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002072,장소,관광지,8269472,삼성산성지,,,60603,유명사적/유적지,1162010200200570014,서울특별시,관악구,신림동,,산57-14,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018472,장소,관광지,17514667,독도둘레길체험여의도걷기대회,,,60523,지역축제,1156011000100080000,서울특별시,영등포구,여의도동,,8,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000019088,장소,관광지,17726420,성수동수제화거리,,,60517,먹거리/패션거리,1120011500103000004,서울특별시,성동구,성수동2가,,300-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000018468,장소,관광지,17514588,대한민국커피축제,,,60523,지역축제,1114016700100150001,서울특별시,중구,정동,,15-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000037716,장소,관광지,21085934,남대문갈치조림골목,,,60517,먹거리/패션거리,1114011200100340155,서울특별시,중구,남창동,,34-155,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
KCLANPO23N000002064,장소,관광지,8269459,보신각,,,60606,비/탑/문/각,1111013500100450004,서울특별시,종로구,관철동,,45-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,108,서울
